1206	帰還 ～RETURN～	1997-10-16	http://www.getchu.com/soft.phtml?id=349&gc=gc
996	式神伝承	1997-10-17	http://www.getchu.com/soft.phtml?id=352&gc=gc
981	なぎさ100％	1997-10-17	http://www.getchu.com/soft.phtml?id=353&gc=gc
1355	解剖狂室	1997-10-17	http://www.getchu.com/soft.phtml?id=350&gc=gc
1356	テイルスナイツ ～夢鏡の巫女～	1997-10-17	http://www.getchu.com/soft.phtml?id=354&gc=gc
843	Rhythm 恋の律動 ～Shinc Renewal～	1997-10-17	http://www.getchu.com/soft.phtml?id=351&gc=gc
974	月光獣	1997-10-24	http://www.getchu.com/soft.phtml?id=358&gc=gc
978	試験休みは蜜の味	1997-10-24	http://www.getchu.com/soft.phtml?id=359&gc=gc
96	XChange	1997-10-24	http://www.getchu.com/soft.phtml?id=356&gc=gc
7634	かりん	1997-10-24	http://www.getchu.com/soft.phtml?id=357&gc=gc
353	SweeperS!	1997-10-31	http://www.getchu.com/soft.phtml?id=366&gc=gc
604	Pia♥キャロットへようこそ!!2	1997-10-31	http://www.getchu.com/soft.phtml?id=961&gc=gc
2344	河原崎家の一族 (Win)	1997-10-31	http://www.getchu.com/soft.phtml?id=363&gc=gc
1092	Sweet Days	1997-10-31	http://www.getchu.com/soft.phtml?id=624&gc=gc
1049	SATYR95(サティア95)	1997-10-31	http://www.getchu.com/soft.phtml?id=365&gc=gc
8898	禁じられた遊び	1997-11-07	http://www.getchu.com/soft.phtml?id=368&gc=gc
282	告白	1997-11-07	http://www.getchu.com/soft.phtml?id=374&gc=gc
971	カオスブラッド	1997-11-07	http://www.getchu.com/soft.phtml?id=370&gc=gc
294	コレクター ～制服の目覚めるとき～	1997-11-07	http://www.getchu.com/soft.phtml?id=371&gc=gc
7635	娘々ドリーム	1997-11-07	http://www.getchu.com/soft.phtml?id=369&gc=gc
771	女神の微笑み	1997-11-07	http://www.getchu.com/soft.phtml?id=372&gc=gc
496	虜2	1997-11-14	http://www.getchu.com/soft.phtml?id=378&gc=gc
847	RK ～リバーシブル・カルテ～	1997-11-14	http://www.getchu.com/soft.phtml?id=381&gc=gc
1936	XENON ～夢幻の肢体～ 	1997-11-14	http://www.getchu.com/soft.phtml?id=379&gc=gc
528	Nails ～Beginning of Your“Heart Beat”～	1997-11-14	http://www.getchu.com/soft.phtml?id=380&gc=gc
2251	刻視夢想	1997-11-14	http://www.getchu.com/soft.phtml?id=377&gc=gc
1104	LOFTY FORM	1997-11-14	http://www.getchu.com/soft.phtml?id=390&gc=gc
555	VIPER-F40	1997-11-20	http://www.getchu.com/soft.phtml?id=376&gc=gc
753	MOON.	1997-11-21	http://www.getchu.com/soft.phtml?id=383&gc=gc
7633	追憶	1997-11-21	http://www.getchu.com/soft.phtml?id=384&gc=gc
7629	真説 神谷右京 ～Untrue～	1997-11-28	http://www.getchu.com/soft.phtml?id=387&gc=gc
12670	夢限	1997-11-28	http://www.getchu.com/soft.phtml?id=386&gc=gc
517	涙 ～流星のサドル～	1997-11-28	http://www.getchu.com/soft.phtml?id=388&gc=gc
9510	幻影調教倶楽部	1997-11-28	http://www.getchu.com/soft.phtml?id=389&gc=gc
1927	獣の棲む校舎	1997-11-28	http://www.getchu.com/soft.phtml?id=391&gc=gc
580	初音のないしょ!!	1997-11-28	http://www.getchu.com/soft.phtml?id=7281&gc=gc
889	わるっ!! ～いたずら～	1997-12-05	http://www.getchu.com/soft.phtml?id=397&gc=gc
2321	さんしょくコロッケ	1997-12-05	http://www.getchu.com/soft.phtml?id=396&gc=gc
4608	あいるみすてぃ～く	1997-12-05	http://www.getchu.com/soft.phtml?id=401&gc=gc
807	雪降る季節へ ～想い、あなたに～	1997-12-05	http://www.getchu.com/soft.phtml?id=399&gc=gc
405	嫉 ～報復の章～	1997-12-05	http://www.getchu.com/soft.phtml?id=394&gc=gc
968	エロでん	1997-12-05	http://www.getchu.com/soft.phtml?id=395&gc=gc
215	きゃんきゃんバニー1・Primo	1997-12-12	http://www.getchu.com/soft.phtml?id=412&gc=gc
1107	乞天使	1997-12-12	http://www.getchu.com/soft.phtml?id=402&gc=gc
1013	帝都奇譚 ～道士探偵の事件メモ～	1997-12-19	http://www.getchu.com/soft.phtml?id=417&gc=gc
1932	零式	1997-12-19	http://www.getchu.com/soft.phtml?id=2779&gc=gc
7632	逢いたい時に君はいない	1997-12-19	http://www.getchu.com/soft.phtml?id=413&gc=gc
330	邪淫獣神伝 JEVALD	1997-12-19	http://www.getchu.com/soft.phtml?id=385&gc=gc
26	アトラク＝ナクア	1997-12-19	http://www.getchu.com/soft.phtml?id=2764&gc=gc
254	黒い衝動	1997-12-19	http://www.getchu.com/soft.phtml?id=415&gc=gc
544	HEART WORK Symphony of Destruction	1997-12-19	http://www.getchu.com/soft.phtml?id=2773&gc=gc
985	ミンク大作戦	1997-12-25	http://www.getchu.com/soft.phtml?id=418&gc=gc
652	BLOOD SEED2 ～第二次淫従接触～	1998-01-14	http://www.getchu.com/soft.phtml?id=420&gc=gc
1196	久遠	1998-01-14	http://www.getchu.com/soft.phtml?id=421&gc=gc
650	PRIVATE GARDEN	1998-01-15	http://www.getchu.com/soft.phtml?id=761&gc=gc
709	迷子の気持ち	1998-01-16	http://www.getchu.com/soft.phtml?id=422&gc=gc
958	アドラステア	1998-01-23	http://www.getchu.com/soft.phtml?id=423&gc=gc
450	DIVI-DEAD	1998-01-23	http://www.getchu.com/soft.phtml?id=424&gc=gc
159	飼	1998-01-30	http://www.getchu.com/soft.phtml?id=226985&gc=gc
507	Natural ～身も心も～	1998-02-06	http://www.getchu.com/soft.phtml?id=14467&gc=gc
2	ART WORKS 放課後ファンくらぶ	1998-02-13	http://www.getchu.com/soft.phtml?id=426&gc=gc
222	狂拳伝説CRAZY KNUCKLE II	1998-02-13	http://www.getchu.com/soft.phtml?id=14392&gc=gc
3572	女神の雫 ～Jonason95～	1998-02-20	http://www.getchu.com/soft.phtml?id=633305&gc=gc
278	コーチ!教えて	1998-02-27	http://www.getchu.com/soft.phtml?id=474205&gc=gc
317	She’sn ～シーズン～	1998-03-06	http://www.getchu.com/soft.phtml?id=552305&gc=gc
805	雪色のカルテ	1998-03-12	http://www.getchu.com/soft.phtml?id=430&gc=gc
1219	Changing My Heart ～心を変えて～	1998-03-20	http://www.getchu.com/soft.phtml?id=29102&gc=gc
334	臭作	1998-03-27	http://www.getchu.com/soft.phtml?id=8703&gc=gc
121	王道勇者	1998-04-02	http://www.getchu.com/soft.phtml?id=428&gc=gc
504	Nineteen -19-	1998-04-03	http://www.getchu.com/soft.phtml?id=429&gc=gc
307	桜色の手紙	1998-04-10	http://www.getchu.com/soft.phtml?id=433&gc=gc
533	眠れぬ夜に…	1998-04-10	http://www.getchu.com/soft.phtml?id=432&gc=gc
165	カオスQUEEN遼子 STORY#3 森山郁美編	1998-04-10	http://www.getchu.com/soft.phtml?id=431&gc=gc
1198	天使恍臨 DIABOLICLUNE EPISODE2	1998-04-17	http://www.getchu.com/soft.phtml?id=439&gc=gc
23	アスガルド ～歪曲のテスタメント～	1998-04-17	http://www.getchu.com/soft.phtml?id=438&gc=gc
3594	転校生2	1998-04-18	http://www.getchu.com/soft.phtml?id=437&gc=gc
1221	燃える真紅の月に	1998-04-22	http://www.getchu.com/soft.phtml?id=440&gc=gc
3615	ハイスクールテラストーリー PREMIUM PACK	1998-04-23	http://www.getchu.com/soft.phtml?id=912&gc=gc
894	ProjectVC+フェアリーテールリミックス Volume 4	1998-04-24	http://www.getchu.com/soft.phtml?id=447&gc=gc
839	Runners	1998-04-24	http://www.getchu.com/soft.phtml?id=444&gc=gc
887	私－わたし－	1998-04-24	http://www.getchu.com/soft.phtml?id=441&gc=gc
